date,open,high,low,close,volume
2023-04-25 13:30:00+00:00,165.12,166.135,165.065,166.07,58770.0
2023-04-25 13:40:00+00:00,166.05,166.305,165.64,165.97,26401.0
2023-04-25 13:50:00+00:00,165.98,166.075,165.62,166.035,11805.0
2023-04-25 14:00:00+00:00,166.04,166.27,165.675,165.83,19468.0
2023-04-25 14:10:00+00:00,165.83,165.89,165.175,165.23,21080.0
2023-04-25 14:20:00+00:00,165.225,165.43,165.06,165.33,20160.0
2023-04-25 14:30:00+00:00,165.33,165.365,165.06,165.325,25112.0
2023-04-25 14:40:00+00:00,165.31,165.475,165.1,165.35,34931.0
2023-04-25 14:50:00+00:00,165.355,165.355,165.07,165.225,15978.0
2023-04-25 15:00:00+00:00,165.22,165.405,164.99,165.36,22237.0
2023-04-25 15:10:00+00:00,165.365,165.585,165.32,165.58,24060.0
2023-04-25 15:20:00+00:00,165.58,165.65,165.175,165.22,20280.0
2023-04-25 15:30:00+00:00,165.215,165.23,164.96,165.07,15088.0
2023-04-25 15:40:00+00:00,165.065,165.2,164.9,165.1,12010.0
2023-04-25 15:50:00+00:00,165.1,165.11,164.79,164.87,6910.0
2023-04-25 16:00:00+00:00,164.87,164.91,164.63,164.755,13781.0
2023-04-25 16:10:00+00:00,164.755,164.925,164.71,164.81,13180.0
2023-04-25 16:20:00+00:00,164.825,164.905,164.58,164.63,11477.0
2023-04-25 16:30:00+00:00,164.625,164.665,164.395,164.405,9594.0
2023-04-25 16:40:00+00:00,164.39,164.665,164.385,164.5,13702.0
2023-04-25 16:50:00+00:00,164.5,164.63,164.46,164.62,9833.0
2023-04-25 17:00:00+00:00,164.62,164.82,164.58,164.6,11365.0
2023-04-25 17:10:00+00:00,164.595,164.76,163.8,164.115,21754.0
2023-04-25 17:20:00+00:00,164.125,164.36,163.91,164.335,26185.0
2023-04-25 17:30:00+00:00,164.33,164.46,164.08,164.11,28373.0
2023-04-25 17:40:00+00:00,164.1,164.18,163.91,163.965,13781.0
2023-04-25 17:50:00+00:00,163.99,164.05,163.845,163.93,10103.0
2023-04-25 18:00:00+00:00,163.925,164.06,163.75,163.78,7464.0
2023-04-25 18:10:00+00:00,163.78,164.0,163.76,163.8,13782.0
2023-04-25 18:20:00+00:00,163.8,164.35,163.77,164.32,20639.0
2023-04-25 18:30:00+00:00,164.325,164.53,164.26,164.465,10596.0
2023-04-25 18:40:00+00:00,164.475,164.49,164.095,164.33,12085.0
2023-04-25 18:50:00+00:00,164.335,164.39,163.995,164.01,12132.0
2023-04-25 19:00:00+00:00,164.01,164.26,163.985,164.11,20866.0
2023-04-25 19:10:00+00:00,164.11,164.3,164.05,164.275,11549.0
2023-04-25 19:20:00+00:00,164.285,164.42,164.09,164.125,17794.0
2023-04-25 19:30:00+00:00,164.12,164.24,164.0,164.025,14536.0
2023-04-25 19:40:00+00:00,164.03,164.12,163.83,163.86,26868.0
2023-04-25 19:50:00+00:00,163.82,164.24,163.73,163.785,107559.0
2023-04-26 13:30:00+00:00,163.01,164.1,162.8,163.73,48002.0
2023-04-26 13:40:00+00:00,163.74,164.06,163.255,163.87,34001.0
2023-04-26 13:50:00+00:00,163.865,164.14,163.69,164.035,20968.0
2023-04-26 14:00:00+00:00,164.01,164.05,163.555,163.92,13337.0
2023-04-26 14:10:00+00:00,163.91,164.26,163.625,163.73,13295.0
2023-04-26 14:20:00+00:00,163.725,163.77,163.26,163.315,28918.0
2023-04-26 14:30:00+00:00,163.31,163.835,163.265,163.58,14102.0
2023-04-26 14:40:00+00:00,163.58,164.065,163.5,164.035,6976.0
2023-04-26 14:50:00+00:00,164.035,164.255,163.88,164.17,12370.0
2023-04-26 15:00:00+00:00,164.21,164.635,164.1,164.58,12474.0
2023-04-26 15:10:00+00:00,164.58,164.76,164.52,164.735,8985.0
2023-04-26 15:20:00+00:00,164.74,164.89,164.54,164.63,31436.0
2023-04-26 15:30:00+00:00,164.63,164.72,164.4,164.63,6117.0
2023-04-26 15:40:00+00:00,164.625,164.84,164.57,164.735,7349.0
2023-04-26 15:50:00+00:00,164.735,164.93,164.67,164.85,4981.0
2023-04-26 16:00:00+00:00,164.85,165.175,164.825,165.175,5431.0
2023-04-26 16:10:00+00:00,165.17,165.28,164.94,164.965,7494.0
2023-04-26 16:20:00+00:00,164.98,165.12,164.94,165.03,10216.0
2023-04-26 16:30:00+00:00,165.03,165.05,164.52,164.545,9563.0
2023-04-26 16:40:00+00:00,164.545,164.63,164.36,164.36,4096.0
2023-04-26 16:50:00+00:00,164.37,164.41,164.135,164.295,5806.0
2023-04-26 17:00:00+00:00,164.295,164.53,164.205,164.24,10237.0
2023-04-26 17:10:00+00:00,164.24,164.37,164.105,164.175,7792.0
2023-04-26 17:20:00+00:00,164.175,164.195,164.04,164.175,7241.0
2023-04-26 17:30:00+00:00,164.18,164.19,163.88,163.92,4594.0
2023-04-26 17:40:00+00:00,163.915,163.925,163.475,163.52,7771.0
2023-04-26 17:50:00+00:00,163.52,163.585,163.39,163.51,19304.0
2023-04-26 18:00:00+00:00,163.51,163.69,163.355,163.6,7439.0
2023-04-26 18:10:00+00:00,163.6,163.66,163.485,163.555,6323.0
2023-04-26 18:20:00+00:00,163.57,163.865,163.505,163.765,7127.0
2023-04-26 18:30:00+00:00,163.765,163.8,163.465,163.565,7008.0
2023-04-26 18:40:00+00:00,163.56,163.68,163.5,163.6,9304.0
2023-04-26 18:50:00+00:00,163.58,163.61,163.38,163.5,9090.0
2023-04-26 19:00:00+00:00,163.51,163.525,163.315,163.425,10143.0
2023-04-26 19:10:00+00:00,163.4,163.67,163.38,163.41,11465.0
2023-04-26 19:20:00+00:00,163.41,163.64,163.4,163.63,13850.0
2023-04-26 19:30:00+00:00,163.635,163.695,163.365,163.555,19299.0
2023-04-26 19:40:00+00:00,163.565,163.645,163.385,163.555,26906.0
2023-04-26 19:50:00+00:00,163.495,164.185,163.375,163.73,140921.0
2023-04-27 13:30:00+00:00,165.25,166.03,165.25,165.89,78160.0
2023-04-27 13:40:00+00:00,165.9,166.14,165.595,165.64,27358.0
2023-04-27 13:50:00+00:00,165.64,165.81,165.4,165.44,22937.0
2023-04-27 14:00:00+00:00,165.46,165.775,165.4,165.725,15216.0
2023-04-27 14:10:00+00:00,165.725,166.41,165.58,166.34,33314.0
2023-04-27 14:20:00+00:00,166.36,166.375,166.02,166.26,12397.0
2023-04-27 14:30:00+00:00,166.28,166.585,166.245,166.545,12333.0
2023-04-27 14:40:00+00:00,166.545,166.615,166.36,166.39,13177.0
2023-04-27 14:50:00+00:00,166.39,166.575,166.22,166.24,15754.0
2023-04-27 15:00:00+00:00,166.24,166.69,166.125,166.69,8398.0
2023-04-27 15:10:00+00:00,166.69,166.72,166.495,166.515,14734.0
2023-04-27 15:20:00+00:00,166.515,166.905,166.47,166.695,18365.0
2023-04-27 15:30:00+00:00,166.695,166.85,166.55,166.66,16408.0
2023-04-27 15:40:00+00:00,166.675,166.76,166.6,166.745,11314.0
2023-04-27 15:50:00+00:00,166.745,166.75,166.405,166.685,10984.0
2023-04-27 16:00:00+00:00,166.69,166.88,166.665,166.85,6271.0
2023-04-27 16:10:00+00:00,166.845,167.085,166.84,166.935,12152.0
2023-04-27 16:20:00+00:00,166.925,166.93,166.75,166.775,10921.0
2023-04-27 16:30:00+00:00,166.78,166.86,166.71,166.82,9763.0
2023-04-27 16:40:00+00:00,166.82,166.925,166.765,166.825,7784.0
2023-04-27 16:50:00+00:00,166.82,167.025,166.8,167.005,5041.0
2023-04-27 17:00:00+00:00,167.01,167.085,166.895,166.97,8956.0
2023-04-27 17:10:00+00:00,166.97,167.21,166.965,167.07,10361.0
2023-04-27 17:20:00+00:00,167.065,167.34,167.065,167.29,10974.0
2023-04-27 17:30:00+00:00,167.29,167.465,167.255,167.28,7133.0
2023-04-27 17:40:00+00:00,167.265,167.41,167.23,167.29,7230.0
2023-04-27 17:50:00+00:00,167.295,167.47,167.24,167.25,14842.0
2023-04-27 18:00:00+00:00,167.25,167.465,167.19,167.21,7242.0
2023-04-27 18:10:00+00:00,167.21,167.33,167.14,167.33,7122.0
2023-04-27 18:20:00+00:00,167.325,167.49,167.25,167.46,11572.0
2023-04-27 18:30:00+00:00,167.45,167.73,167.44,167.66,12020.0
2023-04-27 18:40:00+00:00,167.66,167.76,167.55,167.575,15562.0
2023-04-27 18:50:00+00:00,167.575,167.945,167.56,167.885,40511.0
2023-04-27 19:00:00+00:00,167.87,168.08,167.825,168.01,17259.0
2023-04-27 19:10:00+00:00,168.015,168.355,167.945,168.3,39821.0
2023-04-27 19:20:00+00:00,168.305,168.53,168.265,168.285,43633.0
2023-04-27 19:30:00+00:00,168.28,168.45,168.22,168.375,46140.0
2023-04-27 19:40:00+00:00,168.37,168.485,168.26,168.4,40339.0
2023-04-27 19:50:00+00:00,168.395,168.51,168.25,168.365,156655.0
2023-04-28 13:30:00+00:00,168.43,169.035,168.16,168.315,37512.0
2023-04-28 13:40:00+00:00,168.315,168.325,167.88,168.135,45395.0
2023-04-28 13:50:00+00:00,168.14,168.6,168.1,168.495,22115.0
2023-04-28 14:00:00+00:00,168.475,169.08,168.24,168.995,12266.0
2023-04-28 14:10:00+00:00,168.995,169.62,168.96,169.56,56011.0
2023-04-28 14:20:00+00:00,169.56,169.85,169.49,169.82,26287.0
2023-04-28 14:30:00+00:00,169.83,169.845,169.18,169.435,23652.0
2023-04-28 14:40:00+00:00,169.435,169.485,169.02,169.38,18167.0
2023-04-28 14:50:00+00:00,169.38,169.43,168.575,168.78,51536.0
2023-04-28 15:00:00+00:00,168.785,168.79,168.08,168.35,18247.0
2023-04-28 15:10:00+00:00,168.34,168.37,168.04,168.35,19159.0
2023-04-28 15:20:00+00:00,168.35,168.39,168.18,168.29,9258.0
2023-04-28 15:30:00+00:00,168.3,168.575,168.26,168.275,11103.0
2023-04-28 15:40:00+00:00,168.275,168.7,168.205,168.695,6280.0
2023-04-28 15:50:00+00:00,168.69,168.825,168.57,168.75,11861.0
2023-04-28 16:00:00+00:00,168.77,168.97,168.695,168.83,9350.0
2023-04-28 16:10:00+00:00,168.83,168.9,168.505,168.53,11094.0
2023-04-28 16:20:00+00:00,168.515,168.665,168.36,168.665,14461.0
2023-04-28 16:30:00+00:00,168.66,168.76,168.33,168.37,6909.0
2023-04-28 16:40:00+00:00,168.355,168.68,168.33,168.655,3558.0
2023-04-28 16:50:00+00:00,168.675,168.855,168.62,168.835,4509.0
2023-04-28 17:00:00+00:00,168.83,168.84,168.51,168.72,8633.0
2023-04-28 17:10:00+00:00,168.72,168.89,168.68,168.79,4207.0
2023-04-28 17:20:00+00:00,168.79,168.815,168.59,168.76,6291.0
2023-04-28 17:30:00+00:00,168.76,168.77,168.255,168.435,9058.0
2023-04-28 17:40:00+00:00,168.46,168.51,168.23,168.31,6363.0
2023-04-28 17:50:00+00:00,168.3,168.425,168.16,168.335,3870.0
2023-04-28 18:00:00+00:00,168.335,168.515,168.315,168.46,9084.0
2023-04-28 18:10:00+00:00,168.46,168.46,168.215,168.375,8333.0
2023-04-28 18:20:00+00:00,168.375,168.42,168.25,168.3,12358.0
2023-04-28 18:30:00+00:00,168.3,168.415,168.21,168.26,8411.0
2023-04-28 18:40:00+00:00,168.26,168.35,168.12,168.27,11783.0
2023-04-28 18:50:00+00:00,168.275,168.59,168.23,168.565,3098.0
2023-04-28 19:00:00+00:00,168.565,168.775,168.525,168.74,6038.0
2023-04-28 19:10:00+00:00,168.74,169.02,168.71,168.99,8032.0
2023-04-28 19:20:00+00:00,169.005,169.01,168.77,168.815,7775.0
2023-04-28 19:30:00+00:00,168.82,168.94,168.795,168.935,5815.0
2023-04-28 19:40:00+00:00,168.935,169.15,168.86,168.94,19914.0
2023-04-28 19:50:00+00:00,168.945,169.73,168.93,169.66,98405.0
2023-05-01 13:30:00+00:00,169.32,169.91,169.035,169.47,40401.0
2023-05-01 13:40:00+00:00,169.465,169.99,169.425,169.93,43102.0
2023-05-01 13:50:00+00:00,169.94,170.27,169.45,169.48,23665.0
2023-05-01 14:00:00+00:00,169.31,169.595,169.28,169.555,9861.0
2023-05-01 14:10:00+00:00,169.565,169.665,169.355,169.38,7513.0
2023-05-01 14:20:00+00:00,169.36,169.425,169.02,169.045,13765.0
2023-05-01 14:30:00+00:00,169.035,169.16,168.72,168.745,10040.0
2023-05-01 14:40:00+00:00,168.745,169.285,168.645,169.285,10031.0
2023-05-01 14:50:00+00:00,169.275,169.555,169.19,169.515,10557.0
2023-05-01 15:00:00+00:00,169.515,169.83,169.51,169.735,8355.0
2023-05-01 15:10:00+00:00,169.71,169.74,168.93,169.06,10689.0
2023-05-01 15:20:00+00:00,169.06,169.325,168.995,169.15,6174.0
2023-05-01 15:30:00+00:00,169.15,169.385,169.06,169.31,5857.0
2023-05-01 15:40:00+00:00,169.285,169.6,169.2,169.555,5851.0
2023-05-01 15:50:00+00:00,169.55,169.69,169.47,169.615,5648.0
2023-05-01 16:00:00+00:00,169.64,170.07,169.585,170.01,10588.0
2023-05-01 16:10:00+00:00,170.01,170.185,169.85,169.91,6322.0
2023-05-01 16:20:00+00:00,169.89,170.0,169.865,169.965,4266.0
2023-05-01 16:30:00+00:00,169.965,170.33,169.965,170.26,6811.0
2023-05-01 16:40:00+00:00,170.255,170.29,170.09,170.165,7311.0
2023-05-01 16:50:00+00:00,170.165,170.415,170.165,170.36,13877.0
2023-05-01 17:00:00+00:00,170.355,170.38,170.205,170.22,6218.0
2023-05-01 17:10:00+00:00,170.215,170.45,170.17,170.205,13109.0
2023-05-01 17:20:00+00:00,170.21,170.37,170.11,170.14,18027.0
2023-05-01 17:30:00+00:00,170.14,170.255,170.07,170.23,10777.0
2023-05-01 17:40:00+00:00,170.23,170.405,170.12,170.155,15775.0
2023-05-01 17:50:00+00:00,170.15,170.225,170.085,170.145,7099.0
2023-05-01 18:00:00+00:00,170.145,170.16,169.96,170.15,22502.0
2023-05-01 18:10:00+00:00,170.15,170.175,169.89,169.9,7692.0
2023-05-01 18:20:00+00:00,169.9,170.03,169.82,169.91,7256.0
2023-05-01 18:30:00+00:00,169.91,169.96,169.26,169.41,23753.0
2023-05-01 18:40:00+00:00,169.41,169.545,169.295,169.405,15789.0
2023-05-01 18:50:00+00:00,169.41,169.605,169.2,169.54,6983.0
2023-05-01 19:00:00+00:00,169.54,169.625,169.37,169.6,45245.0
2023-05-01 19:10:00+00:00,169.6,169.66,169.455,169.59,13708.0
2023-05-01 19:20:00+00:00,169.59,169.765,169.56,169.695,9730.0
2023-05-01 19:30:00+00:00,169.69,169.745,169.43,169.505,9533.0
2023-05-01 19:40:00+00:00,169.505,169.65,169.44,169.46,18719.0
2023-05-01 19:50:00+00:00,169.48,169.9,169.24,169.58,45067.0
2023-05-02 13:30:00+00:00,170.05,170.34,169.81,169.835,25830.0
2023-05-02 13:40:00+00:00,169.84,169.92,169.415,169.665,39065.0
2023-05-02 13:50:00+00:00,169.66,169.9,169.525,169.795,16063.0
2023-05-02 14:00:00+00:00,169.81,169.96,169.25,169.295,27184.0
2023-05-02 14:10:00+00:00,169.3,169.34,168.79,169.065,21656.0
2023-05-02 14:20:00+00:00,169.07,169.15,168.49,168.72,17844.0
2023-05-02 14:30:00+00:00,168.675,168.73,168.03,168.205,25995.0
2023-05-02 14:40:00+00:00,168.205,168.5,168.17,168.485,15138.0
2023-05-02 14:50:00+00:00,168.455,168.52,168.18,168.27,11815.0
2023-05-02 15:00:00+00:00,168.25,168.37,168.015,168.245,20631.0
2023-05-02 15:10:00+00:00,168.25,168.37,167.96,168.0,22424.0
2023-05-02 15:20:00+00:00,168.0,168.085,167.7,167.81,17714.0
2023-05-02 15:30:00+00:00,167.82,167.92,167.61,167.85,11801.0
2023-05-02 15:40:00+00:00,167.85,168.22,167.83,168.11,10317.0
2023-05-02 15:50:00+00:00,168.105,168.105,167.565,167.62,13411.0
2023-05-02 16:00:00+00:00,167.62,167.885,167.555,167.795,9299.0
2023-05-02 16:10:00+00:00,167.81,167.985,167.72,167.815,12301.0
2023-05-02 16:20:00+00:00,167.81,168.2,167.785,168.12,8430.0
2023-05-02 16:30:00+00:00,168.115,168.39,168.09,168.31,14675.0
2023-05-02 16:40:00+00:00,168.31,168.435,168.245,168.35,10483.0
2023-05-02 16:50:00+00:00,168.33,168.52,168.265,168.39,12220.0
2023-05-02 17:00:00+00:00,168.39,168.7,168.33,168.605,20830.0
2023-05-02 17:10:00+00:00,168.6,168.855,168.59,168.76,18416.0
2023-05-02 17:20:00+00:00,168.76,168.925,168.7,168.815,11295.0
2023-05-02 17:30:00+00:00,168.795,168.92,168.7,168.77,3918.0
2023-05-02 17:40:00+00:00,168.77,168.79,168.575,168.67,4678.0
2023-05-02 17:50:00+00:00,168.67,168.96,168.665,168.68,8387.0
2023-05-02 18:00:00+00:00,168.68,168.77,168.45,168.725,6842.0
2023-05-02 18:10:00+00:00,168.73,168.755,168.48,168.64,8510.0
2023-05-02 18:20:00+00:00,168.64,168.66,168.35,168.475,5873.0
2023-05-02 18:30:00+00:00,168.475,168.7,168.455,168.6,7657.0
2023-05-02 18:40:00+00:00,168.59,168.82,168.495,168.78,5873.0
2023-05-02 18:50:00+00:00,168.78,169.05,168.755,169.02,10871.0
2023-05-02 19:00:00+00:00,169.025,169.16,168.885,169.04,6830.0
2023-05-02 19:10:00+00:00,169.04,169.27,168.98,169.035,18871.0
2023-05-02 19:20:00+00:00,169.035,169.13,168.91,168.97,10925.0
2023-05-02 19:30:00+00:00,168.96,168.98,168.78,168.91,8941.0
2023-05-02 19:40:00+00:00,168.91,168.935,168.445,168.49,11513.0
2023-05-02 19:50:00+00:00,168.47,168.79,168.41,168.55,65455.0
2023-05-03 13:30:00+00:00,169.49,170.475,169.49,170.26,50649.0
2023-05-03 13:40:00+00:00,170.26,170.685,170.12,170.4,37537.0
2023-05-03 13:50:00+00:00,170.42,170.88,170.37,170.79,29477.0
2023-05-03 14:00:00+00:00,170.74,170.92,170.24,170.27,26755.0
2023-05-03 14:10:00+00:00,170.27,170.38,170.03,170.23,26888.0
2023-05-03 14:20:00+00:00,170.245,170.4,170.065,170.08,38915.0
2023-05-03 14:30:00+00:00,170.075,170.24,170.02,170.03,14119.0
2023-05-03 14:40:00+00:00,170.02,170.28,169.72,169.94,18639.0
2023-05-03 14:50:00+00:00,169.94,170.0,169.57,169.625,17374.0
2023-05-03 15:00:00+00:00,169.62,169.69,169.43,169.65,20301.0
2023-05-03 15:10:00+00:00,169.65,169.66,169.485,169.64,9339.0
2023-05-03 15:20:00+00:00,169.645,169.65,169.185,169.32,14147.0
2023-05-03 15:30:00+00:00,169.31,169.68,169.23,169.64,39420.0
2023-05-03 15:40:00+00:00,169.66,169.73,169.39,169.61,18239.0
2023-05-03 15:50:00+00:00,169.635,169.93,169.61,169.93,13777.0
2023-05-03 16:00:00+00:00,169.93,169.94,169.72,169.74,8393.0
2023-05-03 16:10:00+00:00,169.74,169.8,169.63,169.64,15311.0
2023-05-03 16:20:00+00:00,169.64,169.7,169.53,169.7,15054.0
2023-05-03 16:30:00+00:00,169.71,169.8,169.57,169.64,15750.0
2023-05-03 16:40:00+00:00,169.645,169.975,169.64,169.97,25361.0
2023-05-03 16:50:00+00:00,169.985,170.17,169.92,169.99,32841.0
2023-05-03 17:00:00+00:00,169.995,170.08,169.895,170.02,13866.0
2023-05-03 17:10:00+00:00,170.02,170.24,169.985,170.15,12939.0
2023-05-03 17:20:00+00:00,170.15,170.285,170.075,170.15,6173.0
2023-05-03 17:30:00+00:00,170.15,170.25,170.025,170.05,4645.0
2023-05-03 17:40:00+00:00,170.05,170.125,169.78,169.9,6879.0
2023-05-03 17:50:00+00:00,169.92,169.955,169.815,169.86,6435.0
2023-05-03 18:00:00+00:00,169.89,170.59,169.445,169.73,23276.0
2023-05-03 18:10:00+00:00,169.73,170.23,169.52,170.17,9966.0
2023-05-03 18:20:00+00:00,170.18,170.59,170.1,170.24,12491.0
2023-05-03 18:30:00+00:00,170.24,170.305,169.075,170.17,37148.0
2023-05-03 18:40:00+00:00,170.17,170.68,169.775,169.845,28547.0
2023-05-03 18:50:00+00:00,169.845,170.28,169.065,170.045,22801.0
2023-05-03 19:00:00+00:00,170.055,170.455,169.28,169.485,25543.0
2023-05-03 19:10:00+00:00,169.495,169.495,168.6,168.78,39068.0
2023-05-03 19:20:00+00:00,168.77,169.02,168.13,168.2,18167.0
2023-05-03 19:30:00+00:00,168.145,168.21,167.86,167.985,33379.0
2023-05-03 19:40:00+00:00,167.95,167.99,167.19,167.23,55796.0
2023-05-03 19:50:00+00:00,167.2,167.61,167.16,167.455,68831.0
2023-05-04 13:30:00+00:00,164.845,165.355,164.4,164.76,97563.0
2023-05-04 13:40:00+00:00,164.76,165.07,164.315,164.665,29168.0
2023-05-04 13:50:00+00:00,164.68,165.495,164.665,165.165,71873.0
2023-05-04 14:00:00+00:00,165.165,165.535,165.12,165.345,59405.0
2023-05-04 14:10:00+00:00,165.345,165.75,165.295,165.66,38333.0
2023-05-04 14:20:00+00:00,165.64,165.7,165.0,165.235,25301.0
2023-05-04 14:30:00+00:00,165.315,165.625,165.145,165.52,43274.0
2023-05-04 14:40:00+00:00,165.53,166.205,165.44,166.02,34192.0
2023-05-04 14:50:00+00:00,166.01,166.175,165.89,165.945,20521.0
2023-05-04 15:00:00+00:00,165.94,166.83,165.855,166.77,23385.0
2023-05-04 15:10:00+00:00,166.775,166.83,166.27,166.29,23143.0
2023-05-04 15:20:00+00:00,166.29,166.31,165.72,165.92,28837.0
2023-05-04 15:30:00+00:00,165.935,166.13,165.88,166.12,15916.0
2023-05-04 15:40:00+00:00,166.12,166.175,165.695,165.735,11588.0
2023-05-04 15:50:00+00:00,165.73,165.84,165.525,165.77,7659.0
2023-05-04 16:00:00+00:00,165.77,165.8,165.44,165.61,7258.0
2023-05-04 16:10:00+00:00,165.61,166.035,165.51,165.985,7370.0
2023-05-04 16:20:00+00:00,165.98,166.225,165.965,166.19,4337.0
2023-05-04 16:30:00+00:00,166.21,166.295,166.1,166.18,7265.0
2023-05-04 16:40:00+00:00,166.18,166.2,165.95,166.14,6601.0
2023-05-04 16:50:00+00:00,166.14,166.64,166.1,166.58,31910.0
2023-05-04 17:00:00+00:00,166.58,166.67,166.425,166.58,9813.0
2023-05-04 17:10:00+00:00,166.59,166.89,166.505,166.74,13368.0
2023-05-04 17:20:00+00:00,166.76,167.035,166.6,166.68,20853.0
2023-05-04 17:30:00+00:00,166.69,166.905,166.61,166.62,12547.0
2023-05-04 17:40:00+00:00,166.62,166.63,166.055,166.18,19982.0
2023-05-04 17:50:00+00:00,166.185,166.37,166.02,166.37,8541.0
2023-05-04 18:00:00+00:00,166.38,166.39,166.135,166.31,9854.0
2023-05-04 18:10:00+00:00,166.32,166.34,166.015,166.13,9501.0
2023-05-04 18:20:00+00:00,166.13,166.23,165.51,165.53,19059.0
2023-05-04 18:30:00+00:00,165.53,165.74,165.34,165.38,13615.0
2023-05-04 18:40:00+00:00,165.355,165.65,165.32,165.51,11005.0
2023-05-04 18:50:00+00:00,165.505,165.71,165.32,165.62,8961.0
2023-05-04 19:00:00+00:00,165.61,165.96,165.595,165.8,19970.0
2023-05-04 19:10:00+00:00,165.78,165.805,165.17,165.22,20438.0
2023-05-04 19:20:00+00:00,165.21,165.725,165.08,165.69,19211.0
2023-05-04 19:30:00+00:00,165.67,166.335,165.67,166.19,30602.0
2023-05-04 19:40:00+00:00,166.18,166.24,165.38,165.81,48375.0
2023-05-04 19:50:00+00:00,165.83,165.99,165.47,165.75,131255.0
2023-05-05 13:30:00+00:00,170.975,173.75,170.76,173.605,284743.0
2023-05-05 13:40:00+00:00,173.6,173.645,172.74,172.905,297010.0
2023-05-05 13:50:00+00:00,172.915,173.4,172.55,173.135,119294.0
2023-05-05 14:00:00+00:00,173.13,173.53,173.06,173.39,95954.0
2023-05-05 14:10:00+00:00,173.395,173.505,173.08,173.355,53570.0
2023-05-05 14:20:00+00:00,173.36,173.39,172.73,173.37,95369.0
2023-05-05 14:30:00+00:00,173.37,174.175,173.18,174.08,87379.0
2023-05-05 14:40:00+00:00,174.085,174.195,173.63,173.69,46944.0
2023-05-05 14:50:00+00:00,173.69,173.95,173.52,173.55,38395.0
2023-05-05 15:00:00+00:00,173.59,173.7,173.34,173.55,39538.0
2023-05-05 15:10:00+00:00,173.5,173.615,173.335,173.38,29277.0
2023-05-05 15:20:00+00:00,173.41,173.9,173.385,173.835,25267.0
2023-05-05 15:30:00+00:00,173.86,174.05,173.765,173.95,29301.0
2023-05-05 15:40:00+00:00,173.95,173.98,173.555,173.62,25623.0
2023-05-05 15:50:00+00:00,173.64,173.905,173.635,173.79,18597.0
2023-05-05 16:00:00+00:00,173.795,173.905,173.61,173.89,23043.0
